point_id,x,y,time,seed
0,-0.6588827897784961,0.7194121308554264,0.04355053192040375,20262021
1,0.3851432033632478,-0.8215005299963212,0.06791424124872274,20262021
2,-0.23701774893382543,0.4365911892742316,0.17131387908988654,20262021
3,-0.8634131603696413,-0.5571666057957392,0.06797135752494121,20262021
4,-0.4589603381727685,-0.7076205616495079,0.10080903791993699,20262021
5,0.29469140931975013,0.6224336521738671,0.08979787070108983,20262021
6,-0.3310731822049011,-0.1955791840326484,0.003985691450685814,20262021
7,0.1726427706677991,0.8433915359328565,0.03531268282460687,20262021
8,-0.6007527224302303,-0.7542103626147088,0.05256076250586875,20262021
9,0.45981476127723786,0.366501965588488,0.1950847579404193,20262021
10,-0.07606273131640595,0.3992562137592379,0.19701061619007332,20262021
11,0.04545927001962924,-0.8636993582185275,0.1776348902011903,20262021
12,-0.6326188756143958,0.41808715440848854,0.17130029890720352,20262021
13,-0.26310267644635266,0.849890993022097,0.16142406366037126,20262021
14,-0.8251804992785494,0.17787683193505277,0.03250035698339737,20262021
15,0.03964388677738251,-0.7499284393697203,0.1675009997130943,20262021
16,0.4919739916196162,-0.9050523050102901,0.09697644424823015,20262021
17,0.9135732550659861,-0.6760090642765813,0.005778443814641343,20262021
18,0.4955580516653906,-0.9918757768270094,0.1724562265509488,20262021
19,-0.12804396811942098,0.33288365355737914,0.1622936396850413,20262021
20,0.083118964060372,0.35439227844790167,0.03863797520624693,20262021
21,-0.12273985399679677,-0.10571106983082879,0.00616642872949611,20262021
22,0.6217089895072418,0.29579158350310863,0.04135039509418934,20262021
23,-0.915118710077506,-0.5329422601150839,0.1785267852792769,20262021
24,0.43575957993075476,-0.5361482093844157,0.09685212215635944,20262021
25,0.5967402362730863,-0.6887174692202342,0.14092119150502336,20262021
26,0.12413658382184889,-0.27994245293425246,0.18655889361692293,20262021
27,0.5062387326922375,0.9001461715422188,0.1246411474158393,20262021
28,-0.3863967466402618,-0.7602252972073018,0.14225318619268465,20262021
29,-0.6750915359502749,-0.07273329329875078,0.1723520302920051,20262021
30,-0.1606756956325004,-0.29950445814240756,0.1094937164040505,20262021
31,0.28537732826634477,-0.39289859315101205,0.1359607240604305,20262021
32,-0.009712904115172227,0.23498813140559371,0.14509263712687523,20262021
33,0.7753418332443749,-0.030470880283896884,0.11125901982117217,20262021
34,-0.845781985771686,0.6203718340973179,0.10234136151829594,20262021
35,0.042089182551584337,0.20277355172568257,0.05947933942877446,20262021
36,-0.006222925213625441,0.053603957621165765,0.10915979645423071,20262021
37,0.26334922857744103,0.9624140819595086,0.051425809739844924,20262021
38,0.5214985338758957,-0.3184216150903181,0.1214716051971178,20262021
39,-0.717816842929484,-0.7575505753231615,0.12733346171851392,20262021
40,0.6015278791296088,0.8839725372579237,0.01034580991122196,20262021
41,0.062440043852049376,-0.3254939660394003,0.14229426896240352,20262021
42,-0.9452618749459454,-0.6797936752381359,0.03443646806566954,20262021
43,0.9135733188708106,-0.5425396532070852,0.10569400165559394,20262021
44,-0.15622275624118576,-0.18469887750823522,0.050840176949083875,20262021
45,0.48936477242122733,-0.1665208923142143,0.1648393971835513,20262021
46,-0.35207813395510157,0.01852112541345563,0.18979884442506134,20262021
47,-0.40626136876749475,-0.3324728491998623,0.18337155559459042,20262021
48,-0.13904981059101051,0.5583986943832882,0.1636055718142079,20262021
49,-0.7257249253165903,-0.5976565523026505,0.12943249836621976,20262021
50,-0.987531150088411,-0.5895309151817221,0.1056745138493382,20262021
51,-0.8663953850736053,0.7471828892999794,0.1588080882550726,20262021
52,0.37221905977751146,-0.6665325296080524,0.14013179691277539,20262021
53,0.841860315976533,0.983373408440035,0.04979158712758491,20262021
54,0.9705222587144959,-0.8392718197175648,0.1411007628341084,20262021
55,-0.28736756205466296,0.9529794115718724,0.15163777046439708,20262021
56,-0.6589727745561855,0.7135793268647939,0.059576170857775,20262021
57,-0.6147487701209531,0.1422555339235987,0.0032002171388931357,20262021
58,0.28095359400067754,-0.702524127921637,0.052537442061183916,20262021
59,-0.2790134390305279,0.37625891181912885,0.15611373317028016,20262021
60,-0.1828569035057399,0.498010832603506,0.18176877387249635,20262021
61,-0.15222093715519658,0.5121400752178713,0.06538724000046583,20262021
62,0.4110053467101755,0.6994930148958087,0.15819994918590166,20262021
63,-0.45686344425748504,-0.7767183805220734,0.005818520265284311,20262021
64,-0.5888284208568899,0.3206854156836709,0.08171817814630034,20262021
65,-0.1943494481798702,0.2875472602398217,0.10776368715835,20262021
66,-0.06776714569024334,-0.4482675267781897,0.08199560468842036,20262021
67,0.3584930797824697,-0.8638969429032135,0.18360764344027922,20262021
68,-0.5880365607251432,0.6804323852749861,0.12147249510338137,20262021
69,-0.7117985297707965,-0.5749085783453312,0.02406031403523834,20262021
70,0.44926330906209233,-0.5035381789510329,0.018957019107937123,20262021
71,-0.1808569862075693,-0.9700816228404041,0.009811730896337668,20262021
72,-0.5742120578299594,0.42050744414150154,0.13315469774770586,20262021
73,0.30682072189037757,0.946892699588725,0.07161470946811895,20262021
74,0.1301309552058496,-0.949190236426547,0.1589117271480234,20262021
75,0.3556470002530028,0.2764586137633527,0.13269945060585173,20262021
76,0.8275576533382225,0.7731794753842576,0.12578039343661093,20262021
77,0.47457127282607225,-0.3676626807125407,0.041958569305442575,20262021
78,-0.04014962894437968,-0.744938020037966,0.1181006003404158,20262021
79,0.18721142127264478,-0.1388327369059601,0.007574881403548739,20262021
80,0.38009640553399415,0.7100243775036252,0.1579329148891846,20262021
