path,frozen_sha256,current_sha256,identity
01_solver/benchmark_alignment/__init__.py,9b2c63273e9706b6bb7242d344f097479ca893874053baa158140b8691c6b8ea,9b2c63273e9706b6bb7242d344f097479ca893874053baa158140b8691c6b8ea,PASS
01_solver/benchmark_alignment/analytic_pressure.py,9926ab7a361969d211a966cdc8f199fa4133aa157f553d2bdf82cfc0ae2144e4,9926ab7a361969d211a966cdc8f199fa4133aa157f553d2bdf82cfc0ae2144e4,PASS
01_solver/benchmark_alignment/incompressible_tgv_exact.py,eb3ceaf5fa5f8e3b289f64336d882ef4bdb551e96004bef25c12b67050bcb202,eb3ceaf5fa5f8e3b289f64336d882ef4bdb551e96004bef25c12b67050bcb202,PASS
01_solver/benchmark_alignment/material_acceleration.py,6bb7373fdc5e58f1ac6a53015b27874d4c2abc5611ee8097a3d58284f0e3cbc4,6bb7373fdc5e58f1ac6a53015b27874d4c2abc5611ee8097a3d58284f0e3cbc4,PASS
01_solver/benchmark_alignment/residual_decomposition.py,3debc70f1ccd6c05d50063c8939515a8b036e135ebdbdc9f306831644d6f4d61,3debc70f1ccd6c05d50063c8939515a8b036e135ebdbdc9f306831644d6f4d61,PASS
01_solver/benchmark_alignment/support_path_model.py,6de7742c537bfa88a8ae4efa6c292469bfbea58984f152c2733a32352a168ccb,6de7742c537bfa88a8ae4efa6c292469bfbea58984f152c2733a32352a168ccb,PASS
01_solver/configs/tgv_cpu_16.yml,5fa01ec051b4b5884bf833cec7377003d96b70a912cb37362d49e4681360c9e6,5fa01ec051b4b5884bf833cec7377003d96b70a912cb37362d49e4681360c9e6,PASS
01_solver/configs/tgv_cpu_24.yml,5f0325e910d40b6766cf86d8a3da181e3a9c242b1cf1ab3b1339f2cfb1b8baec,5f0325e910d40b6766cf86d8a3da181e3a9c242b1cf1ab3b1339f2cfb1b8baec,PASS
01_solver/configs/tgv_cpu_32.yml,ed66450b11e08b79b8bd96c37366794e785bd1d2b4b4e81053e2dc9db8d55d94,ed66450b11e08b79b8bd96c37366794e785bd1d2b4b4e81053e2dc9db8d55d94,PASS
01_solver/configs/tgv_mps_16.yml,f77bc2a6fdd511159a4bf00eff3138293992e7ba43d866fb79189fb9f21e45d2,f77bc2a6fdd511159a4bf00eff3138293992e7ba43d866fb79189fb9f21e45d2,PASS
01_solver/configs/tgv_mps_32.yml,4327d871ceb59e01ff570864b05de3259f3b4243f19fa3c72a501e68cda3a3a6,4327d871ceb59e01ff570864b05de3259f3b4243f19fa3c72a501e68cda3a3a6,PASS
01_solver/diffsph_adapter/__init__.py,22ca9f1377a065565fc4dadfea350fef0602e04ae0b6d9bcc55ec5876e671233,22ca9f1377a065565fc4dadfea350fef0602e04ae0b6d9bcc55ec5876e671233,PASS
01_solver/diffsph_adapter/analyze_stage01.py,f615ddbce0ab3698831bdba34d170501e265fa1bab43435361f257e9becd3315,f615ddbce0ab3698831bdba34d170501e265fa1bab43435361f257e9becd3315,PASS
01_solver/diffsph_adapter/gradient_check.py,bba1a82eab1eae4ef7071b8afdf38fcb659494bd2ccf3172089b5cfc4073e8a2,bba1a82eab1eae4ef7071b8afdf38fcb659494bd2ccf3172089b5cfc4073e8a2,PASS
01_solver/diffsph_adapter/run_tgv.py,1c7ab3eeaa9b3851c1edea63281aba509494a0046f59ead21baec98fb30b3eca,1c7ab3eeaa9b3851c1edea63281aba509494a0046f59ead21baec98fb30b3eca,PASS
01_solver/diffsph_adapter/tgv.py,c6dfef0661221c8d0b8ba71a18cccfd4db110a43baf975405b49d47008d38d30,c6dfef0661221c8d0b8ba71a18cccfd4db110a43baf975405b49d47008d38d30,PASS
01_solver/dynamic_solver/__init__.py,9c583ac4a8ad7ed166bf71fc655827d0529f692323854f2d3e02942ecc306a31,9c583ac4a8ad7ed166bf71fc655827d0529f692323854f2d3e02942ecc306a31,PASS
01_solver/dynamic_solver/acceleration.py,9835e5a67b177d1991ba8fab80109dc1ab5ea1d783a403b1c8b391d3b809771e,9835e5a67b177d1991ba8fab80109dc1ab5ea1d783a403b1c8b391d3b809771e,PASS
01_solver/dynamic_solver/density.py,43af02afe7797ebd21cd3a34a95c329105e18746d56fe6685178e8204a52ada0,43af02afe7797ebd21cd3a34a95c329105e18746d56fe6685178e8204a52ada0,PASS
01_solver/dynamic_solver/diagnostics.py,f1f39d9fb1edc547fb051aa34524894ec3239a4c375c15c6f1ac42367f7ae5a7,f1f39d9fb1edc547fb051aa34524894ec3239a4c375c15c6f1ac42367f7ae5a7,PASS
01_solver/dynamic_solver/equation_of_state.py,41fcc2f67b35f6e3997d790e3461027d09a9a211a30f9681cd2dcf0996b78e57,41fcc2f67b35f6e3997d790e3461027d09a9a211a30f9681cd2dcf0996b78e57,PASS
01_solver/dynamic_solver/integrator.py,d26550919e90d711548dd352880dd490e7cea7327f25a70a6f9c93da045ae956,d26550919e90d711548dd352880dd490e7cea7327f25a70a6f9c93da045ae956,PASS
01_solver/dynamic_solver/native_autograd.py,5709874973acbf617ea22adbd50ff823ef0ac38a3afa09e96d5d31fe1010be1e,5709874973acbf617ea22adbd50ff823ef0ac38a3afa09e96d5d31fe1010be1e,PASS
01_solver/dynamic_solver/periodic_rollout.py,95453a1726185c5cc8f65d67ae867a366e4e0dfc10dddcc3570b9fa7c9abe1e4,95453a1726185c5cc8f65d67ae867a366e4e0dfc10dddcc3570b9fa7c9abe1e4,PASS
01_solver/dynamic_solver/sourced_acceleration.py,9759dcc3ac57b07c923230507658a646409543841990b39b7be4e6991382b2e3,9759dcc3ac57b07c923230507658a646409543841990b39b7be4e6991382b2e3,PASS
01_solver/dynamic_solver/sourced_integrator_adapter.py,74bd1b15fa1832c60c809d3ef50d52cb268aff35e8a20ef060bd84ba589bff5f,74bd1b15fa1832c60c809d3ef50d52cb268aff35e8a20ef060bd84ba589bff5f,PASS
01_solver/dynamic_solver/state.py,8df0c49aee8271fe9c107f4776e4ce4e3c8f35e68584261c0efa34cc9eda0561,8df0c49aee8271fe9c107f4776e4ce4e3c8f35e68584261c0efa34cc9eda0561,PASS
01_solver/dynamic_solver/taylor_green.py,d918ab43e70255825cc2b4bedca06432bdeecac9d07325c160da80dc8c0ab4bd,d918ab43e70255825cc2b4bedca06432bdeecac9d07325c160da80dc8c0ab4bd,PASS
01_solver/manufactured_fields/__init__.py,9cf0a7434c76ce524fe7792349919dd0421fedbe51b3ea9dbee8ade13907187e,9cf0a7434c76ce524fe7792349919dd0421fedbe51b3ea9dbee8ade13907187e,PASS
01_solver/manufactured_fields/periodic.py,f7049d4dd62a87950231f12986858f697a844e247731f6402a860256b75c51ea,f7049d4dd62a87950231f12986858f697a844e247731f6402a860256b75c51ea,PASS
01_solver/manufactured_solutions/__init__.py,83c1d3b8fe11100af945af5b5bcfbf66cc8ec7b2643b92f463786614d02c9bfc,83c1d3b8fe11100af945af5b5bcfbf66cc8ec7b2643b92f463786614d02c9bfc,PASS
01_solver/manufactured_solutions/convergence_metrics.py,d6c2d2be8248dd863874cdff97a2c34a8e85a6dde4fbc4e55b2a0e17eee41103,d6c2d2be8248dd863874cdff97a2c34a8e85a6dde4fbc4e55b2a0e17eee41103,PASS
01_solver/manufactured_solutions/cutoff_smoothness.py,73b7ff2e780792a156fa53889108f93935080d6ec3a445671b2c378ca150cd3e,73b7ff2e780792a156fa53889108f93935080d6ec3a445671b2c378ca150cd3e,PASS
01_solver/manufactured_solutions/dense_all_pairs_rhs.py,3c2f222463a902aa145853c332f92363cd258b394cccf66c99d6dd5468b771b5,3c2f222463a902aa145853c332f92363cd258b394cccf66c99d6dd5468b771b5,PASS
01_solver/manufactured_solutions/dense_semidiscrete_reference.py,02ba7e555adb9a95fe6d44186fcc22ad6d80d0ba72702ce60d5427d1b3779aa4,02ba7e555adb9a95fe6d44186fcc22ad6d80d0ba72702ce60d5427d1b3779aa4,PASS
01_solver/manufactured_solutions/dynamic_source_adapter.py,df94dde7da435c701241e7c01adc2873a88b18242330db450ea321db04249173,df94dde7da435c701241e7c01adc2873a88b18242330db450ea321db04249173,PASS
01_solver/manufactured_solutions/exact_derivatives.py,9c273ee752d5567c7f2ca340ca3d9c265b9f9f580d4fa73ea24dce195d8c7140,9c273ee752d5567c7f2ca340ca3d9c265b9f9f580d4fa73ea24dce195d8c7140,PASS
01_solver/manufactured_solutions/exact_fields.py,f084af5b40b78b9b63603250f38b0941aa568c4383849245e8868a61057fc62d,f084af5b40b78b9b63603250f38b0941aa568c4383849245e8868a61057fc62d,PASS
01_solver/manufactured_solutions/exact_reference.py,d8949ab340377744de04f863814148891cb9b0ed9be5c0e9af0ba8bcddc8b423,d8949ab340377744de04f863814148891cb9b0ed9be5c0e9af0ba8bcddc8b423,PASS
01_solver/manufactured_solutions/external_balance.py,ebd9afe91810c91916dd3bf078d7b7a860e422485fde43e56e2e6e921b274fe4,ebd9afe91810c91916dd3bf078d7b7a860e422485fde43e56e2e6e921b274fe4,PASS
01_solver/manufactured_solutions/field_at_numerical_position_error.py,dfbc2db9c5a72e9ce18606b79b99ba142ccff67b892901b073d6180fdbafbdef,dfbc2db9c5a72e9ce18606b79b99ba142ccff67b892901b073d6180fdbafbdef,PASS
01_solver/manufactured_solutions/governing_equations.py,41f6f890955b25949f04273a63df3e5699abbcf567847bdcb7512b3a8ced3bb1,41f6f890955b25949f04273a63df3e5699abbcf567847bdcb7512b3a8ced3bb1,PASS
01_solver/manufactured_solutions/labeled_particle_error.py,7a840a86c92f970dc8485e4ce895f6efa36d3c5919c632a78ea3e195cee35ab4,7a840a86c92f970dc8485e4ce895f6efa36d3c5919c632a78ea3e195cee35ab4,PASS
01_solver/manufactured_solutions/mms_a_reference.py,1a614d0f1b07af93f62d08ddf97c9ec2ae7e82ea03ed3546b0b4a2137b7b6c65,1a614d0f1b07af93f62d08ddf97c9ec2ae7e82ea03ed3546b0b4a2137b7b6c65,PASS
01_solver/manufactured_solutions/mms_a_translating_density_wave.py,6a1b2c11ba54f1ca2cce3feefee84d9063af9568d339c96fa972d2b528cf5af0,6a1b2c11ba54f1ca2cce3feefee84d9063af9568d339c96fa972d2b528cf5af0,PASS
01_solver/manufactured_solutions/mms_b_deforming_vortex.py,99dec0625f95e54bca47ffa389c1c2854f54d75dea2df9058a8381ead1cdfe94,99dec0625f95e54bca47ffa389c1c2854f54d75dea2df9058a8381ead1cdfe94,PASS
01_solver/manufactured_solutions/mms_b_dop853_reference.py,e8b9c6c4472504d08ae32dbb6ab1cf12b4bb54180631a937c97211cc7661de78,e8b9c6c4472504d08ae32dbb6ab1cf12b4bb54180631a937c97211cc7661de78,PASS
01_solver/manufactured_solutions/particle_initialization.py,a528ace4e84a058e8266b8f8e3d6e7934f01897f4f5cc018a1fc7d1513890a62,a528ace4e84a058e8266b8f8e3d6e7934f01897f4f5cc018a1fc7d1513890a62,PASS
01_solver/manufactured_solutions/semidiscrete_reference.py,6926d0e0d4fd75c0906e563a15884705ce7414e6553e3d33d0db442d63c9069e,6926d0e0d4fd75c0906e563a15884705ce7414e6553e3d33d0db442d63c9069e,PASS
01_solver/manufactured_solutions/source_injection_contract.py,e216b88e764963e5693e97cac5919aceb39dcb6d7d0fa6da6a0ef2c570e94555,e216b88e764963e5693e97cac5919aceb39dcb6d7d0fa6da6a0ef2c570e94555,PASS
01_solver/manufactured_solutions/source_terms.py,d3b1795120628d307a191e31810ddab6a85aae759549dbb2145fcd110af68f47,d3b1795120628d307a191e31810ddab6a85aae759549dbb2145fcd110af68f47,PASS
01_solver/manufactured_solutions/sparse_dense_equivalence.py,9f70c416bd5df75754ef66f54325cec28eebbe957e7c5bbb1e7bbc39756dfb92,9f70c416bd5df75754ef66f54325cec28eebbe957e7c5bbb1e7bbc39756dfb92,PASS
01_solver/manufactured_solutions/support_consistency_path.py,53a3fffa26e10b55b052b4004536233219248119466528ddfd76481b5f1fca98,53a3fffa26e10b55b052b4004536233219248119466528ddfd76481b5f1fca98,PASS
01_solver/manufactured_solutions/temporal_self_difference.py,133702f2af03416ab95123898fe9a87ecfaa198ee5ed9b1c5464024d566b89ae,133702f2af03416ab95123898fe9a87ecfaa198ee5ed9b1c5464024d566b89ae,PASS
01_solver/manufactured_solutions/topology_event_audit.py,23f6e0dbed45994ff484191065e03078135d868187f303c10110e02fc50fbe88,23f6e0dbed45994ff484191065e03078135d868187f303c10110e02fc50fbe88,PASS
01_solver/manufactured_solutions/torus_position_error.py,63ae6e966135a5fee79360ba656d9d724947fa8b8119b8b1cb42ec959df407ee,63ae6e966135a5fee79360ba656d9d724947fa8b8119b8b1cb42ec959df407ee,PASS
01_solver/reference_solutions/taylor_green_analytic.md,fe16c9d273d36a0a02c1fe40db53380e204430dc361bbc854493c2b77ced9dce,fe16c9d273d36a0a02c1fe40db53380e204430dc361bbc854493c2b77ced9dce,PASS
01_solver/resource_diagnostics/__init__.py,75c93027931e55a0cf08c0f7beb00738aa28e3ccd8aef7a76c493d56b2ca4da2,75c93027931e55a0cf08c0f7beb00738aa28e3ccd8aef7a76c493d56b2ca4da2,PASS
01_solver/resource_diagnostics/current_vs_retired_storage.py,91ef009ebdb158978ab1bf72dcc26e2d58a00b61f767e4a02266f562bd85791a,91ef009ebdb158978ab1bf72dcc26e2d58a00b61f767e4a02266f562bd85791a,PASS
01_solver/resource_diagnostics/cutoff_shell_audit.py,a74a9ef05e6d13a349cc8c866b744af15a8a813d249fff0fbb6971faf5ec8124,a74a9ef05e6d13a349cc8c866b744af15a8a813d249fff0fbb6971faf5ec8124,PASS
01_solver/resource_diagnostics/edge_working_set_model.py,a526e5b9fd4242f22e6339a564c2bdf150e4baae579aada38fb653f87c5faef8,a526e5b9fd4242f22e6339a564c2bdf150e4baae579aada38fb653f87c5faef8,PASS
01_solver/resource_diagnostics/frozen_topology_control.py,2fb1da8a4a297e33a175bb2839eb387fb1aff1c8a127a2bd8bf742838b0d07e8,2fb1da8a4a297e33a175bb2839eb387fb1aff1c8a127a2bd8bf742838b0d07e8,PASS
01_solver/resource_diagnostics/gc_cycle_tracker.py,7ebc74dbbaa8804cb30f246fcc23ea44b0c0beee0705948ac323492d162086b4,7ebc74dbbaa8804cb30f246fcc23ea44b0c0beee0705948ac323492d162086b4,PASS
01_solver/resource_diagnostics/gc_schedule_probe.py,e73ed5453cceda45bced389e7fc43f27508103efbc52ee34cc351f19e22974f5,e73ed5453cceda45bced389e7fc43f27508103efbc52ee34cc351f19e22974f5,PASS
01_solver/resource_diagnostics/instrumentation_isolation.py,44adbd6e206b926d5d052962a748cb3fa8ec5a8da06ebcc0f08e2df3fc63117c,44adbd6e206b926d5d052962a748cb3fa8ec5a8da06ebcc0f08e2df3fc63117c,PASS
01_solver/resource_diagnostics/inventory_self_test.py,8a8e9a8b8fabaf73a65ffe0190e4b2514eef842c3d154d0e4e8af81484e63c1b,8a8e9a8b8fabaf73a65ffe0190e4b2514eef842c3d154d0e4e8af81484e63c1b,PASS
01_solver/resource_diagnostics/lifetime_gate_fixtures.py,ba1113508e54355fb7537e8f0f0820ccaef522043c69c5d3da7ad004f97fb9e0,ba1113508e54355fb7537e8f0f0820ccaef522043c69c5d3da7ad004f97fb9e0,PASS
01_solver/resource_diagnostics/memory_variant_runner.py,cd234f2104fd7b2069622a1c3a9ac61a42661443088dfb1889bb7c27961d4bfb,cd234f2104fd7b2069622a1c3a9ac61a42661443088dfb1889bb7c27961d4bfb,PASS
01_solver/resource_diagnostics/object_retention.py,6d839e359f42f385d779123b90d279b4f566d1c2bc98fbce7513c8b8c3084e80,6d839e359f42f385d779123b90d279b4f566d1c2bc98fbce7513c8b8c3084e80,PASS
01_solver/resource_diagnostics/referrer_audit.py,5d35958b16622402d5849332531139bc9a196ef053bebf2581f2a9b3aed1122d,5d35958b16622402d5849332531139bc9a196ef053bebf2581f2a9b3aed1122d,PASS
01_solver/resource_diagnostics/referrer_graph.py,357ccdfd78958061963a699504189f1df61195088ac850b9c52c110dcbb63a73,357ccdfd78958061963a699504189f1df61195088ac850b9c52c110dcbb63a73,PASS
01_solver/resource_diagnostics/retired_object_provenance.py,565d586fafad995cddce51924ecad87f6dd3e101318e64d1048ebd95fd357047,565d586fafad995cddce51924ecad87f6dd3e101318e64d1048ebd95fd357047,PASS
01_solver/resource_diagnostics/rollout_memory_probe.py,b3ab79a1e0c25f1de4a280cc958c1586d7c723e3a0e6351cb1daf089e49c328d,b3ab79a1e0c25f1de4a280cc958c1586d7c723e3a0e6351cb1daf089e49c328d,PASS
